"age","net","gun","sex","year","previous","nruns","id"
26,89.48,91.38,"M",2001,0,2,"r12179"
33,NA,86.12,"M",2008,1,2,"r12179"
28,81.08,82.03,"M",2001,0,2,"r12180"
29,86.23,89.48,"M",2002,1,2,"r12180"
25,NA,88.97,"M",2007,0,2,"r12181"
26,NA,96.03,"M",2008,1,2,"r12181"
28,103.2,103.2,"M",2003,0,2,"r12182"
33,NA,105.2,"M",2008,1,2,"r12182"
30,85.17,89.93,"M",2004,0,4,"r12183"
31,91.35,96.22,"M",2005,1,4,"r12183"
32,81.57,83.6,"M",2006,2,4,"r12183"
33,NA,84.35,"M",2007,3,4,"r12183"
22,NA,82.03,"M",2007,0,2,"r12184"
23,NA,83.77,"M",2008,1,2,"r12184"
27,84.62,87.98,"M",2006,0,2,"r12185"
28,NA,80.67,"M",2007,1,2,"r12185"
26,93.45,95.27,"M",2006,0,3,"r12186"
27,NA,93.98,"M",2007,1,3,"r12186"
28,NA,89.77,"M",2008,2,3,"r12186"
30,82.02,86.57,"M",2004,0,2,"r12187"
31,73.32,74.13,"M",2005,1,2,"r12187"
42,70.73,74.33,"M",2006,0,2,"r12188"
43,NA,69.58,"M",2007,1,2,"r12188"
25,NA,87.93,"M",2007,0,2,"r12189"
26,NA,79.38,"M",2008,1,2,"r12189"
20,81.05,84.4,"M",2002,0,3,"r12190"
24,91.45,94.68,"M",2006,1,3,"r12190"
26,NA,84.97,"M",2008,2,3,"r12190"
27,84.77,88.57,"M",2000,0,2,"r12191"
28,86.67,89.98,"M",2001,1,2,"r12191"
29,84.33,87.53,"M",2006,0,2,"r12192"
30,NA,87.1,"M",2007,1,2,"r12192"
22,71.3,72.67,"M",2004,0,2,"r12193"
23,69.22,69.55,"M",2005,1,2,"r12193"
28,123.8,133.5,"M",2006,0,2,"r12194"
29,NA,72.17,"M",2007,1,2,"r12194"
25,83.3,89.2,"M",2002,0,4,"r12195"
26,80.18,81.58,"M",2003,1,4,"r12195"
27,78.68,79.65,"M",2004,2,4,"r12195"
28,84.42,86.78,"M",2005,3,4,"r12195"
24,73.85,74.98,"M",2005,0,2,"r12196"
25,78.27,82.18,"M",2006,1,2,"r12196"
27,84,90.87,"M",2004,0,2,"r12197"
28,80.9,85.42,"M",2005,1,2,"r12197"
24,NA,100,"M",2007,0,2,"r12198"
25,NA,93.4,"M",2008,1,2,"r12198"
35,NA,73.13,"M",2007,0,2,"r12199"
36,NA,74.28,"M",2008,1,2,"r12199"
29,75.12,75.87,"M",2002,0,3,"r12200"
30,95.25,96.65,"M",2003,1,3,"r12200"
31,81,84.07,"M",2004,2,3,"r12200"
39,68.97,69.38,"M",2006,0,2,"r12201"
41,NA,92.98,"M",2008,1,2,"r12201"
25,NA,65.85,"M",1999,0,3,"r12202"
26,71.02,72.45,"M",2000,1,3,"r12202"
26,76.35,76.87,"M",2000,2,3,"r12202"
27,74.98,75.75,"M",2002,0,2,"r12203"
29,81.55,83.07,"M",2004,1,2,"r12203"
29,83.3,90.05,"M",2001,0,2,"r12204"
30,98.03,102.9,"M",2002,1,2,"r12204"
37,84.98,86.37,"F",2002,0,5,"r12205"
38,86.37,89.13,"F",2003,1,5,"r12205"
39,80.95,83.28,"F",2004,2,5,"r12205"
40,79.25,80.62,"F",2005,3,5,"r12205"
41,77.7,81.47,"F",2006,4,5,"r12205"
59,144.3,145.1,"M",2004,0,2,"r12206"
61,136.6,140,"M",2006,1,2,"r12206"
31,110.4,114.4,"M",2003,0,2,"r12207"
32,129.1,132,"M",2004,1,2,"r12207"
31,107,113.4,"F",2004,0,2,"r12208"
32,118.5,122.7,"F",2005,1,2,"r12208"
54,NA,123.9,"M",1999,0,2,"r12209"
60,143.9,144.7,"M",2005,1,2,"r12209"
25,108,110.8,"F",2004,0,2,"r12210"
26,110.8,114.4,"F",2005,1,2,"r12210"
36,NA,82.65,"F",2007,0,2,"r12211"
37,NA,84.87,"F",2008,1,2,"r12211"
57,NA,94.05,"F",1999,0,5,"r12212"
60,103.2,109.7,"F",2002,1,5,"r12212"
62,107.8,111.6,"F",2004,2,5,"r12212"
63,106.2,111.1,"F",2005,3,5,"r12212"
64,100.6,106,"F",2006,4,5,"r12212"
25,NA,94.08,"F",2007,0,2,"r12213"
26,NA,113.3,"F",2008,1,2,"r12213"
23,83.47,89.75,"F",2005,0,4,"r12214"
24,80.77,84.82,"F",2006,1,4,"r12214"
25,NA,70.23,"F",2007,2,4,"r12214"
26,NA,70.97,"F",2008,3,4,"r12214"
33,89.8,92.4,"M",2002,0,5,"r12215"
35,87.08,91.27,"M",2004,1,5,"r12215"
36,86.58,93.58,"M",2005,2,5,"r12215"
37,85.2,88.03,"M",2006,3,5,"r12215"
38,NA,80.77,"M",2007,4,5,"r12215"
33,101,107,"M",2006,0,3,"r12216"
34,NA,84.18,"M",2007,1,3,"r12216"
35,NA,91.67,"M",2008,2,3,"r12216"
34,98.08,103.2,"M",2002,0,2,"r12217"
39,NA,85.13,"M",2007,1,2,"r12217"
46,96.65,101.6,"F",2003,0,3,"r12218"
47,93.92,101.7,"F",2004,1,3,"r12218"
48,95.12,102.4,"F",2005,2,3,"r12218"
44,NA,103.8,"F",2007,0,2,"r12219"
45,NA,100.2,"F",2008,1,2,"r12219"
26,95.53,98.1,"F",2001,0,2,"r12220"
28,103.5,106.9,"F",2003,1,2,"r12220"
44,116.6,122.9,"F",2002,0,2,"r12221"
46,122.7,127.6,"F",2004,1,2,"r12221"
23,84.82,88.75,"F",2001,0,2,"r12222"
25,92.67,98.45,"F",2003,1,2,"r12222"
25,NA,101.7,"M",2007,0,2,"r12223"
26,NA,103.6,"M",2008,1,2,"r12223"
49,99.5,103.1,"F",2001,0,3,"r12224"
50,93.67,97.63,"F",2002,1,3,"r12224"
51,116.5,122.2,"F",2003,2,3,"r12224"
30,97.05,103.8,"M",2003,0,2,"r12225"
34,NA,88.62,"M",2007,1,2,"r12225"
19,83.42,84.05,"M",2003,0,3,"r12226"
20,77.57,80.33,"M",2004,1,3,"r12226"
24,NA,88.85,"M",2008,2,3,"r12226"
36,110.6,117,"M",2005,0,2,"r12227"
37,116.4,124.8,"M",2006,1,2,"r12227"
30,82.08,84.1,"M",2000,0,5,"r12228"
31,85.28,86.28,"M",2001,1,5,"r12228"
32,85.42,87.23,"M",2002,2,5,"r12228"
33,89.75,94.72,"M",2003,3,5,"r12228"
34,88.52,90.67,"M",2004,4,5,"r12228"
23,72.12,74.2,"M",2003,0,4,"r12229"
24,70.22,70.9,"M",2004,1,4,"r12229"
27,NA,70.05,"M",2007,2,4,"r12229"
28,NA,67.35,"M",2008,3,4,"r12229"
44,NA,90.9,"M",1999,0,2,"r12230"
45,88.33,90.2,"M",2000,1,2,"r12230"
30,59.07,59.15,"M",2006,0,3,"r12231"
31,NA,59.1,"M",2007,1,3,"r12231"
32,NA,59.45,"M",2008,2,3,"r12231"
24,61.9,61.98,"M",2004,0,4,"r12232"
25,62.68,62.73,"M",2005,1,4,"r12232"
26,60.6,60.65,"M",2006,2,4,"r12232"
27,NA,59.73,"M",2007,3,4,"r12232"
28,NA,70.83,"F",2007,0,2,"r12233"
29,NA,72.72,"F",2008,1,2,"r12233"
36,90.43,90.92,"F",2001,0,2,"r12234"
37,87.13,88.23,"F",2002,1,2,"r12234"
31,84.63,89.18,"F",2003,0,2,"r12235"
32,81.6,85.3,"F",2004,1,2,"r12235"
23,84.4,89.98,"F",2005,0,2,"r12236"
26,NA,83.35,"F",2008,1,2,"r12236"
23,NA,90,"F",2007,0,2,"r12237"
24,NA,86.95,"F",2008,1,2,"r12237"
38,NA,64.8,"F",2007,0,2,"r12238"
39,NA,64.35,"F",2008,1,2,"r12238"
28,88.02,88.77,"F",2001,0,2,"r12239"
29,92.58,95.3,"F",2002,1,2,"r12239"
30,NA,95.62,"F",2007,0,2,"r12240"
31,NA,95.5,"F",2008,1,2,"r12240"
27,111.5,111.5,"F",2004,0,2,"r12241"
28,106.5,112.4,"F",2005,1,2,"r12241"
27,90.5,94.8,"F",2002,0,2,"r12242"
33,NA,99.6,"F",2008,1,2,"r12242"
34,88.38,90.85,"F",2003,0,2,"r12243"
35,83.1,87.47,"F",2004,1,2,"r12243"
32,NA,83.72,"M",2007,0,2,"r12244"
33,NA,86.4,"M",2008,1,2,"r12244"
21,83.25,84.28,"M",2005,0,3,"r12245"
22,82.37,85.5,"M",2006,1,3,"r12245"
23,NA,81.75,"M",2007,2,3,"r12245"
36,79.37,83.83,"M",2002,0,2,"r12246"
38,96.13,101.8,"M",2004,1,2,"r12246"
50,93.9,95.4,"M",2000,0,2,"r12247"
51,94.33,94.7,"M",2001,1,2,"r12247"
59,85.6,91.4,"M",2002,0,6,"r12248"
60,90.22,92.4,"M",2003,1,6,"r12248"
61,91.77,95.95,"M",2004,2,6,"r12248"
62,98.65,98.65,"M",2005,3,6,"r12248"
63,93.87,103.3,"M",2006,4,6,"r12248"
65,NA,126.2,"M",2008,5,6,"r12248"
50,85.18,86.33,"M",2000,0,5,"r12249"
51,89.57,92.32,"M",2001,1,5,"r12249"
52,94.47,95.92,"M",2002,2,5,"r12249"
53,98.88,102.3,"M",2003,3,5,"r12249"
54,102.4,107.4,"M",2004,4,5,"r12249"
24,NA,83.37,"M",2007,0,2,"r12250"
25,NA,90.3,"M",2008,1,2,"r12250"
41,88.15,89.9,"M",2001,0,2,"r12251"
45,86.23,88.1,"M",2005,1,2,"r12251"
28,47.92,47.93,"M",2005,0,3,"r12252"
30,NA,46.77,"M",2007,1,3,"r12252"
31,NA,46.63,"M",2008,2,3,"r12252"
41,NA,78.8,"M",1999,0,8,"r12253"
42,77.65,77.77,"M",2000,1,8,"r12253"
43,70.38,70.52,"M",2001,2,8,"r12253"
44,68.13,68.22,"M",2002,3,8,"r12253"
45,69.1,69.18,"M",2003,4,8,"r12253"
46,71.17,71.32,"M",2004,5,8,"r12253"
47,72.88,73.02,"M",2005,6,8,"r12253"
49,NA,71.13,"M",2007,7,8,"r12253"
25,89.15,90.42,"M",2002,0,2,"r12254"
28,102.2,108.4,"M",2005,1,2,"r12254"
57,NA,83.52,"M",1999,0,3,"r12255"
58,85.95,86.42,"M",2000,1,3,"r12255"
61,91.45,93.5,"M",2003,2,3,"r12255"
49,103.8,107.2,"M",2004,0,3,"r12256"
52,NA,113,"M",2007,1,3,"r12256"
53,NA,105,"M",2008,2,3,"r12256"
29,78.83,79.52,"M",2001,0,5,"r12257"
30,74.33,74.77,"M",2002,1,5,"r12257"
31,78.33,79.12,"M",2003,2,5,"r12257"
32,78.78,79.6,"M",2004,3,5,"r12257"
34,93.93,97.93,"M",2006,4,5,"r12257"
38,100.3,104.5,"F",2003,0,4,"r12258"
41,96.75,102.9,"F",2006,1,4,"r12258"
42,NA,88.45,"F",2007,2,4,"r12258"
43,NA,93.77,"F",2008,3,4,"r12258"
24,92.43,94.12,"F",2002,0,3,"r12259"
25,88.98,91.23,"F",2003,1,3,"r12259"
26,80.58,81.8,"F",2004,2,3,"r12259"
32,NA,98.72,"M",2007,0,2,"r12260"
33,NA,111.8,"M",2008,1,2,"r12260"
27,NA,101.8,"F",1999,0,5,"r12261"
28,91.25,93.98,"F",2000,1,5,"r12261"
29,88.55,91.05,"F",2001,2,5,"r12261"
31,90.17,94.4,"F",2003,3,5,"r12261"
32,97.03,103.3,"F",2004,4,5,"r12261"
43,82.77,88.97,"F",2003,0,2,"r12262"
44,79.78,81.87,"F",2004,1,2,"r12262"
27,NA,104.2,"F",1999,0,4,"r12263"
30,99.08,101.8,"F",2002,1,4,"r12263"
31,105.8,111.3,"F",2003,2,4,"r12263"
32,106,110.3,"F",2004,3,4,"r12263"
25,NA,91.78,"M",1999,0,2,"r12264"
26,87.82,89.98,"M",2000,1,2,"r12264"
51,68.48,68.63,"F",2001,0,6,"r12265"
52,71.7,71.88,"F",2002,1,6,"r12265"
53,69.67,69.82,"F",2003,2,6,"r12265"
54,71.25,71.42,"F",2004,3,6,"r12265"
55,70.95,71.17,"F",2005,4,6,"r12265"
56,70.5,70.5,"F",2006,5,6,"r12265"
40,NA,92.7,"F",1999,0,4,"r12266"
41,93.4,94.6,"F",2000,1,4,"r12266"
43,99.27,102.7,"F",2002,2,4,"r12266"
47,96.45,97.1,"F",2006,3,4,"r12266"
52,NA,86,"F",1999,0,4,"r12267"
56,96.58,99.3,"F",2003,1,4,"r12267"
57,88.47,90.58,"F",2004,2,4,"r12267"
61,NA,93.42,"F",2008,3,4,"r12267"
31,92.7,94.88,"F",2006,0,2,"r12268"
32,NA,94.32,"F",2007,1,2,"r12268"
27,100.1,103,"F",2006,0,3,"r12269"
28,NA,96.78,"F",2007,1,3,"r12269"
29,NA,107.2,"F",2008,2,3,"r12269"
25,109.6,115,"F",2005,0,3,"r12270"
26,99.3,102.1,"F",2006,1,3,"r12270"
27,NA,99.38,"F",2007,2,3,"r12270"
25,101.9,110.5,"F",2006,0,3,"r12271"
26,NA,89.33,"F",2007,1,3,"r12271"
27,NA,88.4,"F",2008,2,3,"r12271"
32,98.65,102.8,"F",2006,0,2,"r12272"
34,NA,106.7,"F",2008,1,2,"r12272"
28,75.3,76.73,"F",2003,0,2,"r12273"
30,88.68,94.32,"F",2005,1,2,"r12273"
36,94.95,101.8,"F",2004,0,2,"r12274"
37,95.77,96.72,"F",2005,1,2,"r12274"
24,NA,93.78,"F",1999,0,2,"r12275"
26,91.53,94.78,"F",2001,1,2,"r12275"
46,84.57,84.92,"F",2003,0,5,"r12276"
47,96.07,97.85,"F",2004,1,5,"r12276"
48,99.28,101.9,"F",2005,2,5,"r12276"
49,92.78,98.63,"F",2006,3,5,"r12276"
50,NA,110.1,"F",2007,4,5,"r12276"
45,NA,99.38,"F",2007,0,2,"r12277"
46,NA,93.15,"F",2008,1,2,"r12277"
38,111.9,115.6,"F",2000,0,5,"r12278"
41,113.6,118,"F",2003,1,5,"r12278"
42,115.5,123.1,"F",2004,2,5,"r12278"
43,104.2,111.6,"F",2005,3,5,"r12278"
45,NA,119.8,"F",2007,4,5,"r12278"
57,128.8,133.2,"F",2001,0,2,"r12279"
63,NA,133,"F",2007,1,2,"r12279"
55,106,107.8,"F",2001,0,3,"r12280"
57,104.2,108.4,"F",2003,1,3,"r12280"
58,92.63,98.63,"F",2004,2,3,"r12280"
36,121.3,130.2,"F",2006,0,2,"r12281"
37,NA,117.9,"F",2007,1,2,"r12281"
54,80.17,80.62,"F",2006,0,2,"r12282"
55,NA,84.3,"F",2007,1,2,"r12282"
41,80.75,81.28,"F",2002,0,3,"r12283"
42,84.43,85.22,"F",2003,1,3,"r12283"
44,88.05,89.38,"F",2005,2,3,"r12283"
54,137.5,145.5,"F",2004,0,2,"r12284"
55,132.6,141.1,"F",2005,1,2,"r12284"
32,NA,83.77,"F",1999,0,2,"r12285"
36,85.72,91.53,"F",2003,1,2,"r12285"
42,NA,73.93,"F",1999,0,4,"r12286"
43,74.08,74.57,"F",2000,1,4,"r12286"
44,76.52,76.77,"F",2001,2,4,"r12286"
45,89.58,90.48,"F",2002,3,4,"r12286"
52,94.65,96.43,"F",2002,0,3,"r12287"
54,104.5,105.4,"F",2004,1,3,"r12287"
57,NA,101.1,"F",2007,2,3,"r12287"
44,119.5,120.7,"F",2005,0,3,"r12288"
45,117,125.9,"F",2006,1,3,"r12288"
46,NA,117.8,"F",2007,2,3,"r12288"
45,82.45,82.9,"F",2000,0,3,"r12289"
47,85.97,88.77,"F",2002,1,3,"r12289"
48,82.62,83.12,"F",2003,2,3,"r12289"
44,103,109.1,"F",2002,0,2,"r12290"
50,NA,119.7,"F",2008,1,2,"r12290"
44,85.4,87.95,"F",2004,0,3,"r12291"
47,NA,88.33,"F",2007,1,3,"r12291"
48,NA,84.57,"F",2008,2,3,"r12291"
38,88.32,89.65,"F",2000,0,3,"r12292"
40,74.23,75.38,"F",2002,1,3,"r12292"
42,70.4,70.95,"F",2004,2,3,"r12292"
44,94.18,96.72,"F",2003,0,3,"r12293"
46,94.18,95.4,"F",2005,1,3,"r12293"
48,NA,94.42,"F",2007,2,3,"r12293"
28,110.2,113.5,"F",2005,0,2,"r12294"
31,NA,104.2,"F",2008,1,2,"r12294"
26,103.3,105.2,"F",2004,0,2,"r12295"
29,NA,105.5,"F",2007,1,2,"r12295"
38,NA,102.2,"F",1999,0,2,"r12296"
41,91.15,94.42,"F",2002,1,2,"r12296"
32,91.92,94.95,"F",2004,0,2,"r12297"
33,106.3,113.2,"F",2005,1,2,"r12297"
34,126,132.1,"F",2005,0,2,"r12298"
35,106,112.8,"F",2006,1,2,"r12298"
39,76.85,78.22,"F",2000,0,4,"r12299"
40,77.45,80.82,"F",2001,1,4,"r12299"
41,74.08,76.65,"F",2002,2,4,"r12299"
42,75.48,78.23,"F",2003,3,4,"r12299"
41,79.62,80.68,"F",2003,0,3,"r12300"
43,79.87,85.6,"F",2005,1,3,"r12300"
44,76.47,79.43,"F",2006,2,3,"r12300"
24,102.7,109.3,"F",2005,0,2,"r12301"
25,108.1,111.2,"F",2006,1,2,"r12301"
49,83.6,84.75,"F",2001,0,5,"r12302"
50,80.33,80.95,"F",2002,1,5,"r12302"
52,83.92,85.87,"F",2004,2,5,"r12302"
53,87.63,92.92,"F",2005,3,5,"r12302"
54,83.73,84.78,"F",2006,4,5,"r12302"
38,97.57,106.8,"M",2006,0,2,"r12303"
39,NA,98.93,"M",2007,1,2,"r12303"
42,98.58,102.8,"M",2005,0,2,"r12304"
45,NA,83.3,"M",2008,1,2,"r12304"
32,85.22,89.08,"M",2000,0,3,"r12305"
33,80.1,87.77,"M",2001,1,3,"r12305"
34,88.4,92.98,"M",2002,2,3,"r12305"
42,NA,92.58,"M",2007,0,2,"r12306"
43,NA,111.3,"M",2008,1,2,"r12306"
25,NA,74.08,"M",1999,0,2,"r12307"
28,100.3,102.7,"M",2002,1,2,"r12307"
25,100.9,104.4,"F",2006,0,3,"r12308"
26,NA,100.4,"F",2007,1,3,"r12308"
27,NA,98.18,"F",2008,2,3,"r12308"
37,106.2,109.4,"F",2002,0,4,"r12309"
38,100,102.6,"F",2003,1,4,"r12309"
39,99.45,106.1,"F",2004,2,4,"r12309"
40,105.4,113.5,"F",2005,3,4,"r12309"
28,99.67,104.9,"F",2006,0,2,"r12310"
29,NA,98.18,"F",2007,1,2,"r12310"
24,96.7,104.2,"F",2004,0,3,"r12311"
25,103.8,107.2,"F",2005,1,3,"r12311"
26,103.8,111,"F",2006,2,3,"r12311"
28,80.58,82.35,"F",2000,0,5,"r12312"
29,95.35,103.4,"F",2001,1,5,"r12312"
30,97.07,102.9,"F",2002,2,5,"r12312"
31,84.87,87.48,"F",2003,3,5,"r12312"
32,99.55,102.8,"F",2004,4,5,"r12312"
23,112.9,117.6,"F",2004,0,2,"r12313"
25,98.55,103,"F",2006,1,2,"r12313"
24,NA,88.43,"F",2007,0,2,"r12314"
25,NA,85.23,"F",2008,1,2,"r12314"
30,90.8,93.63,"F",2006,0,3,"r12315"
31,NA,92.28,"F",2007,1,3,"r12315"
32,NA,88.97,"F",2008,2,3,"r12315"
24,98.57,105.8,"F",2004,0,2,"r12316"
27,NA,79.43,"F",2007,1,2,"r12316"
41,127.8,127.8,"F",2002,0,3,"r12317"
43,135.8,143,"F",2004,1,3,"r12317"
44,133,134.8,"F",2005,2,3,"r12317"
44,86.83,88.75,"F",2006,0,2,"r12318"
46,NA,92.9,"F",2008,1,2,"r12318"
25,85.9,88.07,"F",2004,0,2,"r12319"
26,90.28,95.87,"F",2005,1,2,"r12319"
26,102.6,109.4,"F",2006,0,2,"r12320"
28,NA,116.2,"F",2008,1,2,"r12320"
20,91.63,95.23,"F",2006,0,2,"r12321"
22,NA,87.7,"F",2008,1,2,"r12321"
26,84.58,87.87,"F",2004,0,5,"r12322"
27,81.97,82.75,"F",2005,1,5,"r12322"
28,80.43,81.92,"F",2006,2,5,"r12322"
29,NA,84.67,"F",2007,3,5,"r12322"
30,NA,85.85,"F",2008,4,5,"r12322"
28,103,106,"F",2005,0,2,"r12323"
29,84.28,86.63,"F",2006,1,2,"r12323"
31,78.68,79.13,"F",2000,0,2,"r12324"
32,79.23,79.68,"F",2001,1,2,"r12324"
28,86.83,92.07,"F",2001,0,3,"r12325"
29,82.33,87.98,"F",2002,1,3,"r12325"
30,74.18,75.62,"F",2003,2,3,"r12325"
26,NA,84.53,"F",1999,0,2,"r12326"
29,98.68,104.7,"F",2002,1,2,"r12326"
26,89.98,91.32,"F",2005,0,2,"r12327"
27,77.75,78.42,"F",2006,1,2,"r12327"
24,89.03,92.27,"F",2004,0,5,"r12328"
25,91.45,95.23,"F",2005,1,5,"r12328"
26,86.48,90.7,"F",2006,2,5,"r12328"
27,NA,87.88,"F",2007,3,5,"r12328"
28,NA,87.3,"F",2008,4,5,"r12328"
26,NA,82.13,"F",2007,0,2,"r12329"
27,NA,93.9,"F",2008,1,2,"r12329"
24,93.4,100.3,"F",2004,0,2,"r12330"
25,95.43,95.43,"F",2005,1,2,"r12330"
29,NA,111.5,"F",1999,0,2,"r12331"
32,115.6,120.9,"F",2002,1,2,"r12331"
45,NA,89.07,"F",2007,0,2,"r12332"
46,NA,86.75,"F",2008,1,2,"r12332"
45,NA,104.8,"F",1999,0,2,"r12333"
46,96.98,102.6,"F",2000,1,2,"r12333"
27,NA,93.87,"F",1999,0,6,"r12334"
28,90.92,93.35,"F",2000,1,6,"r12334"
29,100.4,107.8,"F",2001,2,6,"r12334"
31,97.97,103.6,"F",2003,3,6,"r12334"
32,89.77,95.32,"F",2004,4,6,"r12334"
34,95.42,97.15,"F",2006,5,6,"r12334"
29,97.18,100.7,"F",2003,0,2,"r12335"
30,89.82,90.43,"F",2004,1,2,"r12335"
30,98.77,103,"F",2001,0,8,"r12336"
31,101.1,106.4,"F",2002,1,8,"r12336"
32,84.8,86.28,"F",2003,2,8,"r12336"
33,104.4,111.5,"F",2004,3,8,"r12336"
34,116.4,116.4,"F",2005,4,8,"r12336"
35,92.75,95.07,"F",2006,5,8,"r12336"
36,NA,111.5,"F",2007,6,8,"r12336"
37,NA,114.7,"F",2008,7,8,"r12336"
25,113.5,123.1,"F",2006,0,3,"r12337"
26,NA,106.1,"F",2007,1,3,"r12337"
27,NA,105.9,"F",2008,2,3,"r12337"
30,112.9,119,"F",2004,0,2,"r12338"
31,121.7,127.1,"F",2005,1,2,"r12338"
34,NA,109.1,"F",1999,0,4,"r12339"
35,110.6,115,"F",2000,1,4,"r12339"
36,103.8,107.6,"F",2001,2,4,"r12339"
37,120.2,126,"F",2002,3,4,"r12339"
24,NA,92.82,"F",2007,0,2,"r12340"
25,NA,87.48,"F",2008,1,2,"r12340"
29,NA,103.4,"F",2007,0,2,"r12341"
30,NA,108.5,"F",2008,1,2,"r12341"
24,111.1,119.9,"F",2006,0,2,"r12342"
25,NA,92.13,"F",2007,1,2,"r12342"
38,109.4,112.9,"F",2003,0,2,"r12343"
39,113.8,121.1,"F",2004,1,2,"r12343"
24,115.1,125.2,"F",2006,0,2,"r12344"
25,NA,108.7,"F",2007,1,2,"r12344"
23,NA,90.15,"F",1999,0,6,"r12345"
26,71.92,72.58,"F",2002,1,6,"r12345"
27,82.57,84.8,"F",2003,2,6,"r12345"
29,141.6,148.3,"F",2005,3,6,"r12345"
31,NA,90.95,"F",2007,4,6,"r12345"
32,NA,79.68,"F",2008,5,6,"r12345"
24,110.6,116.8,"F",2004,0,3,"r12346"
26,98.4,107.8,"F",2006,1,3,"r12346"
27,NA,88.68,"F",2007,2,3,"r12346"
30,108.5,110.9,"F",2005,0,3,"r12347"
31,95.63,104.4,"F",2006,1,3,"r12347"
32,NA,98.1,"F",2007,2,3,"r12347"
27,103.1,108.2,"F",2006,0,2,"r12348"
29,NA,96.18,"F",2008,1,2,"r12348"
27,NA,82.63,"F",2007,0,2,"r12349"
28,NA,79.97,"F",2008,1,2,"r12349"
26,99.85,107.2,"F",2005,0,2,"r12350"
28,NA,NA,"F",2007,1,2,"r12350"
28,103.7,109.4,"F",2003,0,2,"r12351"
30,89.67,93.32,"F",2005,1,2,"r12351"
22,NA,102.9,"F",2007,0,2,"r12352"
23,NA,104.6,"F",2008,1,2,"r12352"
15,87.33,89.07,"F",2000,0,3,"r12353"
18,109.3,116,"F",2003,1,3,"r12353"
22,NA,90.2,"F",2007,2,3,"r12353"
52,89.57,92.8,"F",2002,0,2,"r12354"
57,NA,90.75,"F",2007,1,2,"r12354"
39,71.2,71.33,"F",2000,0,4,"r12355"
41,70.07,70.13,"F",2002,1,4,"r12355"
42,72.4,72.45,"F",2003,2,4,"r12355"
43,73.4,73.4,"F",2004,3,4,"r12355"
25,NA,86.68,"F",2007,0,2,"r12356"
26,NA,88.13,"F",2008,1,2,"r12356"
29,83.55,86.53,"F",2005,0,3,"r12357"
30,82.28,83.62,"F",2006,1,3,"r12357"
31,NA,72.18,"F",2007,2,3,"r12357"
23,103.6,111.6,"F",2006,0,2,"r12358"
24,NA,114,"F",2007,1,2,"r12358"
33,85.4,89.18,"F",2006,0,2,"r12359"
35,NA,92.1,"F",2008,1,2,"r12359"
28,NA,80.02,"F",1999,0,2,"r12360"
29,75.75,77.15,"F",2000,1,2,"r12360"
24,106.6,112.2,"F",2006,0,2,"r12361"
26,NA,93.85,"F",2008,1,2,"r12361"
26,NA,93.4,"F",2007,0,2,"r12362"
27,NA,85.93,"F",2008,1,2,"r12362"
25,72.5,73.3,"F",2003,0,2,"r12363"
26,73.67,74.18,"F",2004,1,2,"r12363"
31,100.5,104,"F",2002,0,3,"r12364"
34,117.7,117.7,"F",2005,1,3,"r12364"
35,102.8,110.2,"F",2006,2,3,"r12364"
36,86.33,88.2,"F",2002,0,2,"r12365"
37,98.77,105,"F",2003,1,2,"r12365"
27,100.1,105.4,"F",2002,0,4,"r12366"
28,98.27,103.2,"F",2003,1,4,"r12366"
29,90.72,98.55,"F",2004,2,4,"r12366"
30,91.13,97.6,"F",2005,3,4,"r12366"
33,99.53,99.53,"F",2005,0,4,"r12367"
34,96.27,96.47,"F",2006,1,4,"r12367"
35,NA,97.7,"F",2007,2,4,"r12367"
36,NA,94.82,"F",2008,3,4,"r12367"
27,122.3,125.8,"F",2002,0,3,"r12368"
28,74.2,75.55,"F",2003,1,3,"r12368"
29,78.57,82.55,"F",2004,2,3,"r12368"
24,98.88,108.4,"F",2006,0,3,"r12369"
25,NA,86.13,"F",2007,1,3,"r12369"
26,NA,110.1,"F",2008,2,3,"r12369"
37,89.67,94.97,"F",2004,0,3,"r12370"
39,87.17,91.98,"F",2006,1,3,"r12370"
41,NA,87.28,"F",2008,2,3,"r12370"
23,112.5,115,"F",2001,0,2,"r12371"
27,117,117,"F",2005,1,2,"r12371"
23,87.17,88.17,"F",2002,0,3,"r12372"
24,90.62,94.7,"F",2003,1,3,"r12372"
26,86.45,90.13,"F",2005,2,3,"r12372"
26,NA,107.1,"F",2007,0,2,"r12373"
27,NA,100,"F",2008,1,2,"r12373"
28,92.68,96.67,"F",2000,0,2,"r12374"
31,90.17,92.45,"F",2003,1,2,"r12374"
25,109.1,114.2,"F",2006,0,3,"r12375"
26,NA,98.38,"F",2007,1,3,"r12375"
27,NA,91.42,"F",2008,2,3,"r12375"
19,95.52,100.6,"F",2006,0,2,"r12376"
20,NA,96.08,"F",2007,1,2,"r12376"
26,95.37,96.77,"F",2004,0,2,"r12377"
27,111,114.8,"F",2005,1,2,"r12377"
45,93.08,97.1,"F",2002,0,3,"r12378"
50,NA,NA,"F",2007,1,3,"r12378"
51,NA,118.4,"F",2008,2,3,"r12378"
24,120.9,123.5,"F",2004,0,2,"r12379"
26,115.3,120.3,"F",2006,1,2,"r12379"
26,121.9,127.9,"F",2002,0,2,"r12380"
31,NA,108.6,"F",2007,1,2,"r12380"
33,91.97,94.38,"F",2002,0,6,"r12381"
